#,NAME,FOLLOWERS,ER,COUNTRY,TOPIC OF INFLUENCE,POTENTIAL REACH
1,Anne Curtis @annecurtissmith,20.5M,0.39%,Philippines,Entertainment and Music Beauty and Self Care Celebrity Actors,6.2M
2,Liza Soberano @lizasoberano,18.1M,1.33%,Philippines,Entertainment and Music Celebrity Modeling Actors,5.4M
3,Heart Evangelista @iamhearte,16M,0.16%,Philippines,Arts and Crafts Celebrity Business and Finance Actors,4.8M
4,Andrea Brillantes @blythe,14M,2.08%,Philippines,Beauty and Self Care Celebrity Modeling Lifestyle,4.2M
5,Catriona Gray @catriona_gray,14M,0.6%,Philippines,Entertainment and Music Music Modeling,4.2M
6,Immanuel Caesar Hito @hitocaesar,13.6M,0.25%,Philippines,Beauty and Self Care Fashion and Accessories Celebrity Lifestyle,4.1M
7,Marian Rivera Gracia Dantes @marianrivera,13M,0.12%,Philippines,Entertainment and Music family Celebrity,3.9M
8,Alex Gonzaga-Morada @cathygonzaga,12.2M,0.65%,Philippines,Celebrity TV Host,3.7M
9,Kim Chiu 🌸 @chinitaprincess,11.8M,0.52%,Philippines,Art Travel Actors,3.5M
10,Julia Barretto @juliabarretto,11.6M,0.96%,Philippines,Fashion and Accessories Celebrity,3.5M
11,JoseMarieViceral / Vice Ganda @praybeytbenjamin,10.9M,1.16%,Philippines,Entertainment and Music Celebrity Singer Modeling,3.3M
12,Yassi Pressman @yassipressman,10.3M,0.09%,Philippines,Entertainment and Music Fashion and Accessories Business and Finance Celebrity,3.1M
13,Ivana Alawi @ivanaalawi,10.2M,1.48%,Philippines,Entertainment and Music Beauty and Self Care Business and Finance Celebrity,3.1M
14,Sandara Park @daraxxi,10.1M,1.42%,Philippines,Actors Music of Asia Singer,3M
15,Gabbi Garcia ♡ @gabbi,9.9M,0.36%,Philippines,Food,3M
16,Coleen Garcia Crawford @coleen,9.6M,0.67%,Philippines,Celebrity Modeling,2.9M
17,Sarah Lahbati @sarahlahbati,8.5M,0.11%,Philippines,family Celebrity Music Actors,2.6M
18,Janella Salvador @superjanella,8.1M,0.87%,Philippines,Art Actors Modeling,2.4M
19,BARBIE IMPERIAL @msbarbieimperial,8M,1.53%,Philippines,Entertainment and Music,2.4M
20,Jessy Mendiola - Manzano @jessymendiola,7.9M,0.8%,Philippines,Actors Modeling Music,2.4M
21,N I C O L E A M A D O @amadorat,7.9M,0.13%,Philippines,Fashion Events Lifestyle Actors,2.4M
22,Lovi Poe Blencowe @lovipoe,7.5M,0.2%,Philippines,Fitness and Health Parenting Actors Modeling,2.3M
23,Yeng Constantino @yeng,7.5M,0.14%,Philippines,Entertainment and Music Music,2.2M
24,Angelica Panganiban @iamangelicap,7.3M,1.69%,Philippines,Acting and Drama Entertainment and Music Celebrity Actors,2.2M
25,MayMay Entrata @maymay,7.3M,0.59%,Philippines,Art Actors,2.2M
26,Vhong Navarro @vhongx44,7.3M,0.39%,Philippines,Entertainment and Music,2.2M
27,Donnalyn 🇵🇭 @donna,7.1M,1.18%,Philippines,Art Singer,2.1M
28,Camille Trinidad @camilleptrinidad,5.4M,0.15%,Philippines,Beauty and Self Care Celebrity,1.6M
29,@zeinab_harake,5.2M,3.5%,Philippines,Modeling Singer Music,1.6M
30,Scarlet Snow Belo @scarletsnowbelo,5.1M,0.14%,Philippines,family Pets Modeling Children,1.5M
31,Erich Gonzales @erichgg,5.1M,1.28%,Philippines,Entertainment and Music Film,1.5M
32,Ellen Adarna Ramsay @maria.elena.adarna,4.8M,0.5%,Philippines,Technology,1.4M
33,Kyline Alcantara @itskylinealcantara,4.7M,0.21%,Philippines,Entertainment and Music Celebrity Actors Modeling,1.4M
34,Erwan Heussaff @erwan,4.5M,0.21%,Philippines,Food Food and Drink,1.4M
35,Luis Manzano @luckymanzano,4.5M,0.95%,Philippines,Entertainment and Music TV Host,1.3M
36,Julia Montes @montesjulia08,4.3M,0.83%,Philippines,Music Singer,1.3M
37,Jillian Ward @jillian,4.3M,0.26%,Philippines,Beauty and Self Care Celebrity,1.3M
38,BAILEY @baileymay,4.2M,0.26%,Philippines,Entertainment and Music Celebrity Music Songwriting,1.3M
39,Sanya Lopez @sanyalopez,4.2M,0.11%,Philippines,Life and Society Upskilling Celebrity Actors,1.3M
40,Chienna Filomeno @chiefilomeno,4.2M,0.24%,Philippines,Food Celebrity Modeling,1.3M
41,Andi Eigenmann @andieigengirl,4.1M,3.09%,Philippines,family Travel Outdoor Activity Home and Garden,1.2M
42,Maine Mendoza @mainedcm,4.1M,9.88%,Philippines,Technology Actors,1.2M
43,"KC ~ also, KRISTINA. @kristinaconcepcion",4.1M,0.32%,Philippines,Travel Business and Finance Design Founder,1.2M
44,Alden Richards @aldenrichards02,4.1M,0.21%,Philippines,Entertainment and Music Actors,1.2M
