#,NAME,FOLLOWERS,ER,COUNTRY,TOPIC OF INFLUENCE,POTENTIAL REACH
1,نادي النصر السعودي @alnassr,24.3M,0.55%,Saudi Arabia,,7.3M
2,TURKI ALALSHIKH تركي آل الشيخ @turkialalshik,17.9M,3.08%,Saudi Arabia,Celebrity Gym Modeling,5.4M
3,أحمد الشقيري @ahmadalshugairi,17.6M,0.41%,Saudi Arabia,Education TV Host,5.3M
4,أخبار السعودية @saudinews50,13.9M,0.1%,Saudi Arabia,Education Life and Society News News & Politics,4.2M
5,ميتو الشامسي | Mohammed Shamsi @imeeto,8.7M,1.88%,Saudi Arabia,Entertainment and Music Funny Celebrity Game,2.6M
6,Fifi Abdou @fifiabdouofficial,8.5M,0.21%,Saudi Arabia,Art Modeling,2.6M
7,thoriq halilintar @thariqhalilintar,7.9M,1.18%,Saudi Arabia,Entertainment and Music Celebrity Video Blogger,2.4M
8,شيمي 🎼. @sheme._.a,6.9M,0.44%,Saudi Arabia,"Music Lifestyle Humor Film, Music & Books",2.1M
9,Aseel | أسيل 🇸🇦 @aseel,6.7M,0.26%,Saudi Arabia,Acting and Drama Beauty and Self Care Celebrity Singer,2M
10,Ola Al Fares ⚖️ عُلا الفارس @olaalfares,6.7M,0.47%,Saudi Arabia,Education,2M
11,Top Saudia @mi.2v,6.2M,0.41%,Saudi Arabia,Business and Finance Funny,1.9M
12,سيرج 🔎 @search2news,6M,0.03%,Saudi Arabia,,1.8M
13,Shraddha Arya @sarya12,5.8M,2.53%,Saudi Arabia,Upskilling Celebrity Actors Modeling,1.8M
14,عُمر آل عوضه | Omar Al Odah @bin_odahx,5.8M,1.34%,Saudi Arabia,Life and Society Writers,1.7M
15,ابو ملك @r.mjrm,5.7M,0.46%,Saudi Arabia,Modeling,1.7M
16,@dj4,5.5M,0.03%,Saudi Arabia,Celebrity Celebrities Game Cars & Motorcycles,1.7M
17,Abdulaziz @bin_baz,5.2M,0.1%,Saudi Arabia,Fitness Fashion Soccer Architecture,1.6M
18,@elfiraloy,5.1M,0.3%,Saudi Arabia,Fashion and Accessories Business and Finance Public Figure,1.5M
19,د. ملاك الحسيني @malak_alhusaini,4.6M,0.15%,Saudi Arabia,Education Marketing and Advertising Hair & Beauty Celebrities,1.4M
20,Hisham Baeshen - هشام باعشن @misho_baeshen,4.6M,0.14%,Saudi Arabia,Food,1.4M
21,رغد دايز @raghad_days,4.4M,0.19%,Saudi Arabia,,1.3M
22,Darin Al Bayed • دارين البايض @darin00013,4.1M,0.04%,Saudi Arabia,Beauty Fashion and Accessories Beauty and Self Care Celebrity,1.2M
23,أحمد الزامل Ahmad AlZamel @ahmadalzamel,4.1M,0.17%,Saudi Arabia,Food Food and Drink Chef,1.2M
24,فايز المالكي @fayezalmal,4.1M,0.1%,Saudi Arabia,Acting and Drama Celebrity Modeling,1.2M
25,احمد شعيب ahmad Shoaib @ahmed_shoaib_,4.1M,0.13%,Saudi Arabia,Celebrity Modeling,1.2M
26,نوف فاشن | نوف الشعلان @nouf__fashion,4M,0.08%,Saudi Arabia,Fashion and Accessories Beauty and Self Care,1.2M
27,Rajeh Alharthi | راجح الحارثي @rajeh_90,4M,0.01%,Saudi Arabia,Entertainment and Music Lifestyle,1.2M
28,Dyler 🥖 @dyl3r,3.8M,6.23%,Saudi Arabia,Art,1.1M
29,الشيخ الدكتور عثمان الخميس @othmanalkamees,3.8M,0.35%,Saudi Arabia,Education Medical Health Politics,1.1M
30,مقاطع ناصر 😂😂 @nasser_videos,3.8M,0.07%,Saudi Arabia,Entertainment and Music Music Singer Modeling,1.1M
31,Nora Bo Awadh NB @nora1352,3.7M,0.35%,Saudi Arabia,Fashion and Accessories Business,1.1M
32,مشعل الاسباني @m000966,3.7M,0.07%,Saudi Arabia,Fashion,1.1M
33,دكتور نشمي ضحك @of77,3.6M,0.57%,Saudi Arabia,Funny,1.1M
34,Nandi_Madida 🇿🇦 @nandi_madida,3.5M,0.64%,Saudi Arabia,Entertainment and Music Fashion and Accessories Celebrity Entertainment,1M
35,الربع ... صديق الكل @rbaa33,3.5M,2.26%,Saudi Arabia,DIY and Life Hacks Education Upskilling Lifestyle,1M
36,S7S 👌🏼 سحس @hussain.sallam,3.3M,0.19%,Saudi Arabia,Entertainment and Music Business and Finance Food Restaurants,992.7K
37,الفنان عبدالعزيز المسلَّمْ @azizalmesallam,3.3M,0.47%,Saudi Arabia,Acting and Drama,990.5K
38,رياض الخالد 🍴 @rodr_1997,3.3M,0.12%,Saudi Arabia,Food Lifestyle,979.7K
39,Majid Almohandis ماجد المهندس. @majidalmohandis,3.3M,1%,Saudi Arabia,Entertainment and Music Singer,978.9K
