#,NAME,FOLLOWERS,ER,COUNTRY,TOPIC OF INFLUENCE,POTENTIAL REACH
1,Siew Pui Yi 🤍 @ms_puiyi,22.1M,0.05%,Japan,Art Entertainment and Music Celebrity Modeling,6.6M
2,모모 (MOMO) @momo,14.5M,0.1%,Japan,,4.3M
3,Nadine Lustre @nadine,12.7M,1.59%,Japan,Fashion and Accessories Singer Music TV Shows,3.8M
4,사나 𝚂𝚊𝚗𝚊 @m.by__sana,11.6M,11.1%,Japan,,3.5M
5,Sakura Miyawaki @39saku_chan,10.8M,17.08%,Japan,Entertainment and Music,3.3M
6,i_am_kiko @i_am_kiko,7.9M,0.49%,Japan,Fashion and Accessories Modeling,2.4M
7,Stray Kids JAPAN OFFICIAL(JYP) @straykids_official_jp,6.5M,8.09%,Japan,,2M
8,윤정한 @jeonghaniyoo_n,6.4M,31.71%,Japan,,1.9M
9,藤田ニコル @2525nicole2,6.2M,0.45%,Japan,Fashion and Accessories Riders Lifestyle,1.8M
10,Tomohisa Yamashita @tomo.y9,5.2M,5.31%,Japan,Entertainment and Music,1.6M
11,TWICE JAPAN OFFICIAL @jypetwice_japan,5.2M,9.48%,Japan,Entertainment and Music Music,1.6M
12,森咲智美 Tomomi Morisaki @morisakitomomi,4.9M,0.47%,Japan,Entertainment and Music Moms,1.5M
13,新木優子 @yuuuuukko_,4.9M,1.92%,Japan,Celebrity Lifestyle Modeling,1.5M
14,佐々木希 @nozomisasaki_official,4.8M,0.7%,Japan,Fashion and Accessories Modeling,1.4M
15,kasumi arimura 有村架純 @kasumi_arimura.official,4.7M,5.96%,Japan,Acting and Drama,1.4M
16,川口春奈 @haruna_kawaguchi_official,4.7M,4.78%,Japan,Entertainment and Music Gym Modeling,1.4M
17,Yuko Oshima @yuk00shima,4.5M,0.93%,Japan,Entertainment and Music Singer,1.4M
18,Kevin Cahill @kevinfashioned,4.4M,2.26%,Japan,Fashion,1.3M
19,Marie Kondo @mariekondo,4.1M,0.17%,Japan,Home and Garden Lifestyle,1.2M
20,Takuya Kimura @takuya.kimura_tak,4M,-,Japan,,1.2M
21,仲里依紗 RIISA NAKA @riisa1018naka,3.8M,3.01%,Japan,Fashion and Accessories Modeling,1.1M
22,Tatsuya Tanaka 田中達也 @tanaka_tatsuya,3.8M,1.27%,Japan,Arts and Crafts Design,1.1M
23,Hello Kitty @hellokitty,3.7M,2.4%,Japan,Animation and Cosplay Fashion and Accessories Parenting Movies,1.1M
24,TOYOTA GAZOO Racing @toyota_gazoo_racing,3.7M,0.25%,Japan,Auto and Vehicles Sports,1.1M
25,三上悠亜　Yua Mikami @yua_mikami,3.7M,1.55%,Japan,Fashion and Accessories,1.1M
26,Hina Yoshihara @hina_yshr,3.3M,1.37%,Japan,Entertainment and Music Fashion and Accessories Dance Choreographer,1M
27,菜々緒 @nanao_official,3.3M,1.52%,Japan,Fashion,985.7K
28,水川あさみ @mizukawa_asami,3.3M,0.84%,Japan,Acting and Drama,984.1K
